data_source,site_name,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,fish_genus_species,length_type,start_year,start_month,start_day,end_year,end_month,end_day,figure,fish_id,data_sorted_by,lon,lat,prey_kingdom,prey_class,prey_order,prey_family,prey_species,fish_order,fish_family,fish_species,dateadded,column,unique_character,fish_genus,correction_mult,new_min,new_max,new_average,measurement_type_number_weight_other,measurement_units_total_percent_other,sample_id,citation_to_remove,new_lat,new_lon,site_name_new,delete_row,prey_taxon_cleaned,search_term,prey_phylum,prey_genus,prey_type,measure_numeric,start_date_add,end_date_add,start_date_new,end_date_new
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Hydracarina,NA,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Arachnida,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Isopoda,NA,na,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Anisoptera,NA,nymph,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Insecta,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Chironomid,NA,pupae,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Insecta,Diptera,Chironomidae,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,Chironomidae,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Isopoda,NA,na,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Anisoptera,NA,nymph,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Insecta,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,64,1971-Oct-1,1973-Oct-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Chironomid,NA,pupae,montly,na,NA,NA,NA,1971,Octs,1,1973,Octs,1,NA,216,NA,-76.328,44.559,Animalia,Insecta,Diptera,Chironomidae,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_64_1971_Octs_na_1973_Octs_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,Chironomidae,NA,NA,NA,Animalia,0,NA,NA,10/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Copepoda,12,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Maxillopoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,12,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Ostracoda,13,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Ostracoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,13,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Amphipoda,5,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,5,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Isopoda,24,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,24,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Ephemeroptera,2,nymph,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Insecta,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,2,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Anisoptera,2,nymph,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Insecta,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,2,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Chironomid,42,larvae,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Insecta,Diptera,Chironomidae,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,Chironomidae,NA,NA,NA,Animalia,42,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Chironomid,7,pupae,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Insecta,Diptera,Chironomidae,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,Chironomidae,NA,NA,NA,Animalia,7,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,number,na,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Others,1,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Metazoa,Clitellata,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,Other,NA,NA,Metazoa,1,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Cladocera,8,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Branchiopoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,8,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Copepoda,5,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Maxillopoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,5,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Ostracoda,20,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Ostracoda,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,20,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Amphipoda,1,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,1,NA,NA,9/1/1971,NA
summer_data_analyze.csv,"Lake Opinicon, Ontario",35,53,mm,total,NA,Lepomis_gibbosus,61,1971-Sep-1,1973-Sep-1,lake,NA,percVolume,percent,Keast,1978,JournalOfTheFisheriersResearchBoardOfCanada,"Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27.",tbl2,NA,Isopoda,16,na,montly,na,NA,NA,NA,1971,Seps,1,1973,Seps,1,NA,215,NA,-76.328,44.559,Animalia,Malacostraca,NA,NA,NA,Centrarchiformes,Centrarchidae,Lepomis gibbosus,NA,NA,"Lepomis_gibbosus_35_53_mm_61_1971_Seps_na_1973_Seps_na_lake_Keast_1978_JournalOfTheFisheriersResearchBoardOfCanada_Lake Opinicon, Ontario_na_total_montly_Keast, A. (1978). Feeding interrelations between age-groups of pumpkinseed (Lepomis gibbosus) and comparisons with bluegill (L. macrochirus). Journal of the Fisheries Board of Canada, 35(1), 12-27._NA_NA_NA",NA,1,35,53,NA,NA,NA,NA,NA,44.559,-76.328,"Lake Opinicon, Ontario",NA,NA,NA,NA,NA,Animalia,16,NA,NA,9/1/1971,NA
